Date,Price
2024-03-21,115.24531
2024-03-22,99.83105
2024-03-25,100.30616
2024-03-26,99.77865
2024-03-27,99.22627
2024-03-28,98.38881
2024-04-01,98.14723
2024-04-02,99.382805
2024-04-03,100.94865
2024-04-04,103.94506
2024-04-05,105.420006
2024-04-08,106.78894
2024-04-09,109.08085
2024-04-10,110.3963
2024-04-11,112.098885
2024-04-12,111.75291
2024-04-15,110.64469
2024-04-16,110.41118
2024-04-17,109.75851
2024-04-18,109.57459
2024-04-19,109.27103
2024-04-22,110.23656
2024-04-23,110.149254
2024-04-24,109.5254
2024-04-25,109.502525
2024-04-26,108.92339
2024-04-29,108.70301
2024-04-30,108.87931
2024-05-01,109.548134
2024-05-02,110.429214
2024-05-03,110.82377
2024-05-06,111.098564
2024-05-07,112.35352
2024-05-08,112.326385
2024-05-09,111.96247
2024-05-10,112.01769
2024-05-13,111.86667
2024-05-14,111.782845
2024-05-15,111.81684
2024-05-16,110.67003
2024-05-17,109.37311
2024-05-20,108.076675
2024-05-21,107.4187
2024-05-22,106.72295
2024-05-23,106.98631
2024-05-24,107.64914
2024-05-28,107.69329
2024-05-29,108.11439
2024-05-30,109.02165
2024-05-31,110.04035
2024-06-03,110.638084
2024-06-04,110.45801
2024-06-05,110.41455
2024-06-06,110.391
2024-06-07,110.6504
2024-06-10,110.91105
2024-06-11,111.62688
2024-06-12,111.965
2024-06-13,111.65589
2024-06-14,111.24704
2024-06-17,111.3262
2024-06-18,111.21388
2024-06-20,111.656815
2024-06-21,112.31804
2024-06-24,112.54041
2024-06-25,113.502495
2024-06-26,114.011536
2024-06-27,113.89763
2024-06-28,114.15352
2024-07-01,114.72127
2024-07-02,115.54197
2024-07-03,115.47734
2024-07-05,115.589386
2024-07-08,115.59266
2024-07-09,115.85609
2024-07-10,115.57759
2024-07-11,114.7768
2024-07-12,113.69619
2024-07-15,113.42511
2024-07-16,112.69964
2024-07-17,112.03662
2024-07-18,111.789055
2024-07-19,111.71479
2024-07-22,111.72526
2024-07-23,109.29958
2024-07-24,104.188675
2024-07-25,100.74602
2024-07-26,99.74411
2024-07-29,99.1339
2024-07-30,98.27081
2024-07-31,97.84416
2024-08-01,96.91946
2024-08-02,95.67763
2024-08-05,95.35911
2024-08-06,95.38548
2024-08-07,95.32505
2024-08-08,95.099976
2024-08-09,95.296844
2024-08-12,94.90666
2024-08-13,94.603966
2024-08-14,95.09812
2024-08-15,95.66058
2024-08-16,95.981514
2024-08-19,96.12859
2024-08-20,96.17684
2024-08-21,95.63996
2024-08-22,95.01899
2024-08-23,94.05974
2024-08-26,93.93957
2024-08-27,93.19045
2024-08-28,92.67654
2024-08-29,92.59082
2024-08-30,92.37568
2024-09-03,92.93889
2024-09-04,93.60081
2024-09-05,93.19206
2024-09-06,93.772835
2024-09-09,94.44478
2024-09-10,95.098854
2024-09-11,94.43466
2024-09-12,93.46839
2024-09-13,92.67393
2024-09-16,92.427666
2024-09-17,92.40748
2024-09-18,92.75195
2024-09-19,92.652626
2024-09-20,92.36822
2024-09-23,91.53051
2024-09-24,90.4498
2024-09-25,89.32284
2024-09-26,88.45149
2024-09-27,88.00772
2024-09-30,87.95288
2024-10-01,87.895065
2024-10-02,88.035164
2024-10-03,88.536194
2024-10-04,88.85713
2024-10-07,89.05351
2024-10-08,89.347725
2024-10-09,89.22322
2024-10-10,89.61492
2024-10-11,90.23453
2024-10-14,90.074745
2024-10-15,89.462326
2024-10-16,89.488945
2024-10-17,89.81221
2024-10-18,89.70164
2024-10-21,89.607544
2024-10-22,88.4527
2024-10-23,87.345825
2024-10-24,86.1298
2024-10-25,85.92913
2024-10-28,86.021805
2024-10-29,86.0362
2024-10-30,86.279915
2024-10-31,87.241745
2024-11-01,88.66079
2024-11-04,89.15759
2024-11-05,91.56092
2024-11-06,93.500374
2024-11-07,93.56943
2024-11-08,92.589615
2024-11-11,90.82739
2024-11-12,89.5522
2024-11-13,89.59318
2024-11-14,90.73019
2024-11-15,92.60651
2024-11-18,94.77693
2024-11-19,96.04413
2024-11-20,96.87796
2024-11-21,97.309814
2024-11-22,97.31295
2024-11-25,96.667885
2024-11-26,96.696556
2024-11-27,96.66974
2024-11-29,96.983864
2024-12-02,97.25455
2024-12-03,97.59206
2024-12-04,97.81531
2024-12-05,97.78028
2024-12-06,97.76217
2024-12-09,98.6537
2024-12-10,100.19489
2024-12-11,101.46787
2024-12-12,101.50617
2024-12-13,101.5494
2024-12-16,101.564964
2024-12-17,101.54962
2024-12-18,101.19078
2024-12-19,100.770645
2024-12-20,100.249695
2024-12-23,99.72633
2024-12-24,100.111115
2024-12-26,100.66006
2024-12-27,101.05165
2024-12-30,101.34597
2024-12-31,100.82939
2025-01-02,101.14291
2025-01-03,101.96676
2025-01-06,102.74246
2025-01-07,102.55408
2025-01-08,102.24636
2025-01-10,101.22263
2025-01-13,101.256165
2025-01-14,101.64877
2025-01-15,101.41009
2025-01-16,101.812805
2025-01-17,102.893814
2025-01-21,102.94861
2025-01-22,103.07804
2025-01-23,103.38273
2025-01-24,103.7586
2025-01-27,104.45604
2025-01-28,105.54653
2025-01-29,105.37877
2025-01-30,105.07263
2025-01-31,105.38083
2025-02-03,107.00412
2025-02-04,110.421814
2025-02-05,114.084564
2025-02-06,112.086624
2025-02-07,110.95166
2025-02-10,110.372826
2025-02-11,111.12808
2025-02-12,111.937256
2025-02-13,112.52884
2025-02-14,112.9429
2025-02-18,113.199905
2025-02-19,112.649
2025-02-20,112.1131
2025-02-21,112.40185
2025-02-24,112.51408
2025-02-25,112.87502
2025-02-26,113.23743
2025-02-27,113.72109
2025-02-28,115.32694
2025-03-03,116.774445
2025-03-04,116.817665
2025-03-05,116.78307
2025-03-06,116.47269
2025-03-07,116.75933
2025-03-10,117.327194
2025-03-11,119.32865
2025-03-12,120.72759
2025-03-13,120.260185
2025-03-14,120.021965
2025-03-17,118.86393
2025-03-18,117.751625
2025-03-19,116.51544
2025-03-20,115.24074
